ID,name
person_4998,"Johannes Brixiensis, fl. 1263"
person_4999,"Courtenay, family, of Trethurfe and Landrake"
person_5000,"Ranuzzi, Girolamo, of Bologna, 1434-1496"
person_5001,"Marisal, Jehan, of Lille, 16th century"
person_5002,"Albret D'Orval, family"
person_5003,"Esteby, John, vicar of Banbury, approximately 1436 - approximately 1470"
person_5004,"Horne, Richard, 16th century"
person_5005,"Robinson, John, 16th or 17th century"
person_5006,"Lloyd, John, fl. 1599-1620"
person_5007,"Warner, John, OFM, 15th century"
person_5008,"Best, Thomas, 15th century"
person_5009,"W., of Cornwall, 13th century"
person_5010,"Gurney, Thomas, 16th century"
person_5011,"Kynevelle, Robert de, -before Sept. 1361"
person_5012,"Burgh, 15th century"
person_5013,"Baron, William, fl. 1420-1480"
person_5014,"Le Blanc, Louis, fl. 1482-1509"
person_5015,"Cuttesham, Anthony, 15th century"
person_5016,"Cook, Paul, fl. 1509-28"
person_5017,"Scales, Thomas, lord Scales, -1460"
person_5018,"Tofft, Henry, fl. 1477-1505"
person_5019,"Hessler, Johann, 1450-1482"
person_5020,"Rasel, Johannes, 15th century"
person_5021,"Paine, John, fl. 1614"
person_5022,"Rotherham, Sir John, of Greathampstead Someries in Luton, fl. 1614"
person_5023,"Flude, John, of Colchester, 16th century"
person_5024,"Elingham, John, monk of Norwich, -1454/5"
person_5025,"Marton, John, monk of Norwich, fl. 1499-1526"
person_5026,"Gregson, William, 16th century"
person_5027,"Johnson, 15th century"
person_5028,"Pygot, Thomas, -1520"
person_5029,"Pagitt, Mr., 16th or 17th century"
person_5030,"Edes, John, -1406"
person_5031,"Martyne, dom. William, 15th century"
person_5032,"Luffyngcote, John, 15th century"
person_5033,"Pray, Thomas, fl. 1444 - ?1499"
person_5034,"Digges, Thomas, 16th century"
person_5035,"Digges, William, 16th century"
person_5036,"Grossen, William, 16th century"
person_5037,"Deare, John, 16th century"
person_5038,"Peache, John, 16th century"
person_5039,"Nicholas, dominus, 16th century"
person_5040,"Becun, Marmaduke, 16th century"
person_5041,"R. B., 17th century"
person_5042,"Davys, magister, 16th century"
person_5043,"Porter, Thomas, 16th century"
person_5044,"Buonaranti, Ottavio, 16th century"
person_5045,"Lorenzino di Paolo Marrani, 16th century"
person_5046,"Bisse, Edward, of Wells, fl. c. 1610"
person_5047,"Paine, John, 16th century"
person_5048,"Underhill, Thomas, -1508"
person_5049,"Anderson, Sir Richard, of Pendley in Tring, -1632"
person_5050,"Wodetun, Johannes de, monk of Evesham, 14th century"
person_5051,"Dyer, Richard, of Oriel College, fl. 1669-1676"
person_5052,"Rossi, family, of Bologna"
person_5053,"Colonna, Prospero, cardinal, -1463"
person_5054,"Nevill, family, of Nevill Holt, Leicestershire"
person_5055,"Bury, fr. William de"
person_5056,Guillaume Érard
person_5057,Henry Holford
person_5058,Hugh Winnington
person_5059,"Montagu, William, second earl of Salisbury, 1328-1397"
person_5060,"Poklyngton, dom. William, monk of Durham, -1442/3"
person_5061,"Strygete, dom. William, chaplain, fl. c. 1400"
person_5062,"Hardley, George, of Clifford's Inn, fl. 1544"
person_5063,"Brokesbye, Thomas, fl. c. 1500"
person_5064,"Sothebe, 15th century"
person_5065,"Ioannes Mourmouris, 16th century"
person_5066,Nicetas patricius
person_5067,"Michaēl Murokephalitēs, 16th century"
person_5068,"Theophanes I. Karykes, -?1597"
person_5069,"Νικηφόρος, 18th century"
person_5070,"Nicephorus Melissenus, 1577 - approximately 1635"
person_5071,"Maximus Peloponnesius, fl. 1598-1609"
person_5072,"Georgius Contes, fl. 1613-1632"
person_5073,"Hierotheos, 16th century"
person_5074,"Ioannes Nathanael (Philoponos) of Kos, 16th century"
person_5075,"Herbert, Christopher, 1583–1625"
person_5076,"Bullinghamm, John, 16th century"
person_5077,"Childe, William, of Somerset, 16th century"
person_5078,"Hankinson, John, mercer, 16th century"
person_5079,"Thomson, sir John, 16th century"
person_5080,"Collins, Ann, 17th century"
person_5081,"Walpole, Horatio William, 1813-1894"
person_5082,"Iohannes Saita Cydoniates, 14th century"
person_5083,"Feld, Henry, 16th century"
person_5084,"Smith, Edmund, 16th century"
person_5085,"Matheus florentinus, fl. 1204"
person_5086,"Alwyn, Thomas, rector of Broughton, 15th century"
person_5087,"Aikeroyde, John, 16th century"
person_5088,"Brudenell, Robert, -1531"
person_5089,"Mountagu, Edward, -1557"
person_5090,"Fetherston, Alexander, vicar of Wolverton, prebendary of Lichfield, -approximately 1684"
person_5091,"Barton, Thomas, of Milton by Sittingbourne, -1689"
person_5092,"Girardeau, Claude, 17th century"
person_5093,"Goulla, Antoine, 16th century (?)"
person_5094,"Lac, Pierre du, of Saint-Lo de Rouen, fl. 1500"
person_5095,"Stote, Bertram, of Newcastle, -1707"
person_5096,"Dupré, William, fl. 1794-1802"
person_5097,"M. G., 17th century"
person_5098,"Awnsham (Amondesham), William, of Isleworth and Ealing, -1564"
person_5099,"Pottinger, Henry Allison, 1824-1911"
person_5100,"Johnston, Cornelys, fl. 1590"
person_5101,"Du Val, mr. Robert, of Rouen, fl. 1461-1466"
person_5102,"Porcius, Paulus, 15th century"
person_5103,"Saint-Blimond, Nicolas de, 15..-1548"
person_5104,"Gardiner, William, fl. 1573-1596"
person_5105,"Martinus de Verona, OFM, 14th century"
person_5106,"Petrus Giprelli, 15th century"
person_5107,"Doernyck, Willem van, widow of, 16th century"
person_5108,"V., frater, 12th century"
person_5109,"Ledell, mr. John, fl. 1508-1545"
person_5110,"Derham, John, chaplain, 15th century"
person_5111,"Tristrandus, 15th century"
person_35153,"Trevisa, John, –1402"
person_47279,"Astle, Thomas, 1735–1803"
person_117589,"Adalbéron, Bishop of Laon, -1030"
person_120726,"Todd, James Henthorn, 1805–1869"
person_147980,"Netter, Thomas, approximately 1375–1430"
person_148006,"Johannes, Monachus, 1250–1313"
person_162949,"Fonte, Bartolommeo, 1445–1513"
person_170225,"Celestine, I, Pope, –432"
person_237497,"Bernard, Edward, 1638–1697"
person_314494,"Ligorio, Pirro, approximately 1513–1583"
person_336404,"Dobell, Bertram, 1842–1914"
person_362098,"Biton Mechanicus, 3rd century BCE"
person_365762,"Meletius monachus, medicus, c. 9th century"
person_365770,"Michael, de Hungaria"
person_365942,"Nicephorus Constantinopolitanus, presbyter, active 10th century"
person_366008,"Constantinus, Diaconus, 6th–7th cent."
person_399154,"Sextius, Niger, 10–40"
person_399584,"Bernardus Bononiensis, ca. 1145"
person_399606,"Cincius, Romanus, c. 15th cent."
person_400429,"Franciscus, de Ferraria, ca. 1350"
person_400527,"Georgius, Mocenus, ca. 10th cent."
person_401332,"Isaac, Bishop of Nineveh, active 7th century"
person_401350,"Laurentius, de Aquilegia, ca. 1269/1304"
person_401366,"Ludovicus, de Caerleon, –1495"
person_409437,Nicolaus Tempelfeld de Brega –1471
person_444141,"Francesco, da Lendinara, ca. 1382/1437"
person_793452,"North, Frederick, Earl of Guilford, 1766–1827"
person_803256,"Caesarius, of Heisterbach, approximately 1180–approximately 1240"
person_803890,"Isidore, of Seville, Saint, –636"
person_812580,"Dietrich, von Apolda, 1228–approximately 1297"
person_828869,"Latewar, Richard"
person_873414,"Schönberg, Nicolaus von, 1472-1537"
person_1103102,"Brockett, John Trotter, 1788–1842"
person_1167779,"Pierre, de Luxembourg, 1390–1433"
person_1244097,"Giovanni, da Parigi, 1240–1306"
person_1318653,"Kitto, John, 1804–1854"
person_1325724,"Clarius, monk of Saint-Pierre-le-Vif, fl. 1120"
person_1334861,"Gaunt, John of (1340-1499)"
person_1524070,"Boucicaut Master, active 15th century"
person_1563669,"Reader, William, 1782-1852"
person_1679057,"Stephanus Byzantinus, ca. 5th/6th century"
person_2031480,"Howson, John, 1557?–1632"
person_2384880,"Canonici, Matteo Luigi, 1727–1805"
person_2437490,"Cyril, Saint, Bishop of Jerusalem, approximately 315–386"
person_2458624,"Médon, Bernard de, 17th century"
person_2465042,"Radulphus, Ardens, active 12th century"
person_2465074,"Rolle, Richard, 1290?–1349"
person_2470550,"Galilei, Galileo, 1564–1642"
person_2471391,"William, of Moerbeke, approximately 1215–1286"
person_2471729,"Ferrières, Henri de, active 1377"
person_2478527,"Bucer, Martin, 1491–1551"
person_2479624,"Orosius, Paulus"
person_2479653,"Ménage, Gilles, 1613-1692"
person_2485707,"Cranmer, Thomas, 1489–1556"
person_2501524,"Alexander, VI, Pope, 1431–1503"
person_2526206,"Casaubon, Méric, 1599–1671"
person_2542939,"Conybeare, F.C. (Frederick Cornwallis), 1856-1924"
person_2581859,"Aristotle, pseudo"
person_2583890,"Alexander, de Villa Dei"
person_2597190,"Hilton, Walter, –1396"
person_2601732,"Crum, Margaret, 1921–1986"
person_2604182,"Diophantus, of Alexandria"
person_2608990,"Dinus, de Garbo, –1327"
person_2610577,"Petrucci, Federico, active 14th century"
person_2614028,"Martinus, Polonus, –1279"
person_2615949,"Little, A. G., (Andrew George), 1863–1945"
person_2622547,"Foucault, Nicolas-Joseph, 1643–1721"
person_2623170,"Mercurio, Girolamo, –1615"
person_2636158,"Mussato, Albertino, 1261–1329"
person_2636590,"De' Bambaglioli, Graziolo, approximately 1291–approximately 1340"
person_2648516,"Wey, William, 1405 or 1406–1476"
person_2655463,"Binchois, Gilles, approximately 1400–1460"
person_2792858,"Gascoigne, Thomas, 1403–1458"
person_2823619,"Dandolo, Andrea, approximately 1307–1354"
person_2823805,"Josephus, Thessalonicensis, ca. 760 - ca. 836"
person_2833007,"Ashburner, Walter, 1864–1936"
person_2837388,"Gambier-Parry, T. R., (Thomas Robert), 1883–1935"
person_2857534,"Antonius Hagiographus, 5th cent."
person_2858601,"Alanus, de Farfa, –770"
person_2859917,"Guilelmus, de Bonkes, ca. 1291/93"
person_2859929,"Guilelmus, de Bramfeld, ca. 13th cent."
person_2860572,"Lietbertus, de Insulis, ca. 1110"
person_2860950,"Raimundus de Morini, c. 1276/1280"
person_2868552,"Nonantus, Hugo -1198"
person_2897741,"Ludovicus, de Pisa, ca. 1423/43"
person_2901439,"Antonius, de Cremona, Secretarius, ca. 1433"
person_2991030,"Pollux, Julius, 180–238"
person_3233054,"Schöber, David Gottfried, 1696–1778"
person_3267137,"Taverner, John, approximately 1490–1545"
person_3268479,Jābir ibn Ḥayyān
person_3268904,"Paulinus, II, Saint, –802"
person_3271810,"Oldrado da Ponte, -1335"
person_3276242,"Hibbert, George, 1757–1837"
person_3282390,"Capranica, Dominicus, 1400–1458"
person_3288237,"Otto, von Passau, active 1386"
person_3302971,"Master of the Dresden Hours, active 1470–1500"
person_3308049,"Georg von Christgarten, fl. late 14th-early 15th century"
person_3324835,"Jeanne, Queen, consort of René I, King of Naples and Jerusalem, 1433–1498"
person_3351478,"Master of the Ghent Privileges, active 1440–1460"
person_3364123,"Guariento, approximately 1310–approximately 1370"
person_3382892,"Strozzi, Zanobi di Benedetto, 1412–1468"
person_3407947,"Servius, Petrus, -1648"
person_3528936,"Webb, Benjamin, 1819–1885"
person_3773493,"Thomas of Ireland, approximately 1265–approximately 1329"
person_3827199,"Nicholas, IV, Pope, 1227–1292"
person_3839823,"Berthold, von Regensburg, approximately 1210–1272"
person_3926768,"Simonides, approximately 556 B.C.–467 B.C."
person_3928503,"Fracantianus, Antonius, –1567"
person_4136834,"William, de Montibus, approximately 1140–1213"
person_4218080,"Le Palmer, James, approximately 1327–1375"
person_4371360,"Rogerius, de Baron"
person_4443779,"Severne, John Edmund, 1826–1899"
person_4472713,"Fidati, Simone, –1348"
person_4532650,"Bartholomew, of Exeter, 1110–1184"
person_4779859,"Petre, William, Sir, approximately 1505–1572"
person_4811651,"Jacquemart, de Hesdin, active 1380–1411"
person_4820765,"Fastolf, John, 1378?–1459"
person_4884095,"Bilney, Thomas, approximately 1495–1531"
person_4906860,"Pappus, of Alexandria"
person_4911634,"Amalarius, Archbishop of Lyon, approximately 775–approximately 850"
person_4921485,"Margunios, Maximos, ca. 1530/1549–1602"
person_4929593,"Eusebius, of Caesarea, Bishop of Caesarea, approximately 260–approximately 340"
person_4931803,"Christina, Queen of Sweden, 1626-1689"
person_4938768,"Matthias I, King of Hungary, 1443-1490"
person_4939150,"Lewis, John, 1675–1747"
person_4944345,"Hugh, of Fouilloy, –1172 or 1173"
person_4945401,"Holbein, Hans, 1497–1543"
person_4948231,"Modena, Leone, 1571–1648"
person_4949605,"Ludolf, von Sachsen, approximately 1300–1377 or 1378"
person_4965889,"Apostolius, Michael, approximately 1422–approximately 1480"
person_4972386,"Morison, Stanley, 1889–1967"
person_4973220,"Baker, Thomas, 1656–1740"
person_4984451,"Cabasilas, Nicolaus, active 14th century"
person_4995278,"Busch, Johannes, 1399–1479 or 1480"
person_4998806,"Theodore, Studites, Saint, 759–826"
person_5000255,"Filelfo, Francesco, 1398–1481"
person_5023695,"Nemours, Jacques d'Armagnac, duc de, 1433–1477"
person_5028934,Johannes de Sancto Geminiano 1260–1332
person_5065333,"Raue, Christian, 1613–1677"
person_5087740,"Aureolus, Petrus, approximately 1280–1322"
person_5165087,"Marsuppini, Carlo, 1398–1453"
person_5195545,"Sainte-Marthe, Abel de, seigneur de Corbeville, 1626–1707"
person_5283946,"Adam of Evesham, -1191"
person_5284076,"Walter Agilon, 13th cent."
person_5284082,"Worcester, William, 1415–1482?"
person_5284237,"Hannapes, Nicolas de, 1225?–1291"
person_5284259,"Nicolaus, Leodiensis, –1142"
person_5284478,Thibaut d'Amiens ca. 1222/29
person_5284552,"Hayton, Frère, approximately 1235–approximately 1314"
person_5288827,"Lacy, Edmund, approximately 1370–1455"
person_5314321,"Heber, Richard, 1773–1833"
person_5318443,"Adamus, de Dore, ca. 1200"
person_5318556,"Bartholomew, of Parma, active 1288–1297"
person_5319577,"Petrus, de Baldeswelle, ca. 1301"
person_5319679,"Guilelmus Bernardi de Narbonne, –1336"
person_5319793,"Guilelmus Rothwell, ca. 1360"
person_5320354,"Philippus de Florentia, ca. 1313"
person_5320656,"Johannes de Castellione, ca. 1273"
person_5320710,"Johannes, de Monmouth, –1323"
person_5321313,"Berengarius, Notarii, –1296"
person_5333554,Simon de Trecis de Valle –1281
person_5334019,"Platterberger, Johannes, ca. 1445/67"
person_5357362,"Acton, John, –1350"
person_5357740,"Nicolaus, de Anesiaco, ca. 1307/21"
person_5660669,"Steiner, Matthias Jakob Adam, 1740-1796"
person_5661235,Paulus Neapolitanus ca. 640
person_5664232,"Thomas, Rudburnus, Iunior, ca. 1438–1480"
person_5674585,"Beresford Hope, A. J. B., (Alexander James Beresford), 1820–1887"
person_5680478,"Ashburnham, Bertram, Earl of Ashburnham, 1840–1913"
person_5714087,"Spelman, Henry, Sir, 1564?–1641"
person_5723585,"Rudolf, von Biberach, approximately 1270-"
person_5724165,"William, of Saint-Thierry, Abbot of Saint-Thierry, approximately 1085–1148?"
person_5725477,"Heriger, of Lobbes, -1007"
person_5727192,"Peter, of Celle, Bishop of Chartres, approximately 1115–1183"
person_5815666,"De Angelis, Luigi, 1758–1832"
person_5986821,"Rushworth, John, 1612?–1690"
person_6025445,"Glover, Robert, 1544–1588"
person_6223147,"Dickinson, J. C., (John Compton)"
person_6297311,"Philo, of Byblos"
person_6352962,"Anstis, John, 1669–1744"
person_6414873,"Sebright, John Saunders, Sir, 1767-1846"
person_6453186,"Petrus Mantuanus, –1400"
person_6476208,"Halitgar, Bishop of Cambrai, –830 or 831"
person_6478662,"Guillaume, de Rennes, fl. 1250"
person_6507447,"Zeno, Giovanni Battista, 1439–1501"
person_7011404,"James, of Milan, active 13th century"
person_7131397,"Robert Cowton, active 1302–1340"
person_7265862,"Robert, of Avesbury, active 1350"
person_7309730,"Maximus, of Turin, Saint, active 4th century–5th century"
person_7385506,"Langton, Stephen, –1228"
person_7386286,"Augustine, Saint, Bishop of Hippo, pseudo"
person_7408676,"Cassian, John, approximately 360–approximately 435"
person_7424114,"Richard, of Wallingford, 1292–1336"
person_7433097,"Philes, Manuel, approximately 1275–approximately 1345"
person_7440344,"Oribasius, 4th cent."
person_7455594,"Hunt, Arthur S. (Arthur Surridge), 1871-1934"
person_7465484,"Barker-Benfield, B. C."
person_7470435,"Horwood, Alfred J., (Alfred John), 1821–1881"
person_7483748,"Decembrio, Pier Candido, 1399–1477"
person_7488414,"Stow, John, 1525?–1605"
person_7496214,"Louise, de Savoie, duchesse d'Angoulême, 1476–1531"
person_7502499,"Cleofilo, Francesco Ottavio, 1447–1490"
person_7515346,"Valletta, Giuseppe, 1636–1714"
person_7524651,Aristotle
person_7526514,"Simon de Freine, 114.?–121.?"
person_7725926,"Darell, William, –1580"
person_7741792,"Achard, de Saint-Victor, -approximately 1171"
person_7741841,"Augustinus Hibernicus, ca. 665"
person_7742038,"Isaac, Argyrus, –1373"
person_7742103,"Osbertus, de Clara, ca. 12th cent."
person_7742231,"Zacharias, Chrysopolitanus, –1155"
person_7772114,Alfano Alfani
person_7775772,"Asilo of Würzburg, 11th century"
person_7775900,"Guido‏ Vicentinus de Pileo‏, bishop of Ferrara, -1332‏"
person_7776051,"Deusdedit, Cardinal, -approximately 1099"
person_7776827,"Galeatius, de Sancta Sofia, –1427"
person_7777399,"Jacobus, de Sicilia, ca. 14th cent."
person_7777663,Petrus Musandinus ca. 12th century
person_7777784,"Johannes, Burensis, –1460"
person_7785407,"Maskell, William, 1814?-1890"
person_7785430,"Nicolaus, Parisiensis, ca. 1254/63"
person_7785521,"Lisle, Richard de, OFM, 1270-"
person_7785718,Samuel Maroccanus
person_7791200,"Petschacher, Nicolaus, ca. 1431/44"
person_7818669,"Bright, Benjamin Heywood, 1787–1843"
person_7820793,"Johannes, Egitaniensis, 13th cent."
person_8099277,Martial
person_8145335,"Coke, Thomas William, Earl of Leicester, 1752–1842"
person_8180829,"Idle, Peter, –1474?"
person_8181973,"Guillaume, le Clerc de Normandie, fl. 1210–1238"
person_8187597,"Polychronios, von Apameia, –430"
person_8187675,"Hein van Aken, active 1280–1325"
person_8191282,"Henry, of Avranches, active 13th century"
person_8194433,Virgil
person_8206669,"Summonte, Pietro, 1463–1526"
person_8264736,"Degli Obizzi, Tommaso, –1803"
person_8323092,"Rushout, John, 1770-1859"
person_8442403,"Howard, Charles, Earl of Carlisle, 1674–1738"
person_8498921,"Watts, William, 1590?–1649"
person_8554779,"Englefield, Sir Francis, 1521/2-1596"
person_8562550,"Bellacci, family"
person_8716004,"Guido, da Pisa, active 14th century"
person_8770041,"Andronicus, I Comnenus, Emperor of the East, –1185"
person_8773643,"Makarios, Metropolitan of Philadelphia, 1300–1382"
person_8813457,"Ware, Robert, 1639-1697"
person_8870917,"Hugh, of Saint-Cher, Cardinal, approximately 1200–1263"
person_8914108,"Theotimos, Pseudo-"
person_8931995,"Sobrinho, João, –1486"
person_9048126,"Richardus, Anglicus, –1252"
person_9405324,"Courcelles, Thomas de, –1469"
person_9408488,"Norton, Thomas, active 1477"
person_9596166,"Belcalzer, Vivaldo, active 1279–1308"
person_9682243,"Wesham, Roger de, –1257"
person_9700936,"Smith, Richard, 1590–1675"
person_9837370,"Campeggi, Lorenzo, 1474–1539"
person_9837738,"Butler, Samuel, 1774–1839"
person_9841479,"Holkot, Robertus, –1349"
person_9842967,"Benoît, de Sainte-More, active 12th century"
person_9843113,"Bernard, of Morval, 12th cent."
person_9856247,"Psellus, Michael"
person_9856931,"Wake, William, 1657–1737"
person_9857802,"Planudes, Maximus, approximately 1260–approximately 1310"
person_9865630,"Maittaire, Michael, 1667/8-1747"
person_9865788,"Hugh, of Saint-Victor, 1096?–1141"
person_9867251,"Aldhelm, Saint, 640?–709"
person_9867884,"Poliziano, Angelo, 1454–1494"
person_9872864,"Mézières, Philippe de, 1327?–1405"
person_9873664,"Leo, VI, Emperor of the East, 866–912"
person_9875336,"Leo, I, Pope, –461"
person_9878742,"Allestree, Richard, 1619–1681"
person_9880834,"Lawrence Justinian, Saint, 1381–1456"
person_9882498,"Stephanus, de Borbone, -approximately 1261"
person_9888413,"Nicholas, of Occam, approximately 1245–approximately 1320"
person_9898766,"Falloppio, Gabriele, 1523–1562"
person_9899078,"Miélot, Jean, active 15th century"
person_9902409,"Hoccleve, Thomas, 1370?–1450?"
person_9905622,"Ross, Alexander, 1591-1654"
person_9916798,"Seebohm, Frederic, 1833–1912"
person_9917150,"Helias, Petrus, approximately 1100–1166?"
person_9919481,"Pontano, Giovanni Gioviano, 1429–1503"
person_9926370,"Filelfo, Giovanni Mario, 1426–1480"
person_9945712,"Guglielmo, da Saliceto, approximately 1210–1276 or 1277"
person_9948377,"Torquemada, Juan de, 1388–1468"
person_9961331,"John Chrysostom, pseudo"
person_9963139,"Petrie, W.M. Flinders (William Matthew Flinders), 1853-1942"
person_9964166,"Polentone, Sicco, active 14th century–15th century"
person_9966678,"Abbo, of Fleury, Saint, approximately 945–1004"
person_9999668,"Spinelli, Niccolò 1315?-139?"
person_10003991,"Gigoux, Jean-François, 1806-1894"
person_10044124,"Andrew, of Crete, Saint, approximately 660–740"
person_10072561,"Heymericus, de Campo, 1395–1460"
person_10088376,"Maffei, Timoteo, approximately 1415–1470"
person_10161890,"Vacarius, 1115?–1200?"
person_10199751,"Claudius Apollinarius, 2nd century"
person_10200954,"Bruce, John, 1802–1869"
person_10203416,"Heinrich, von Werl, approximately 1400–1463"
person_10203574,"Mondino dei Luzzi, –1326"
person_10203798,"Taio, Caesaraugustanus, –682"
person_10203812,"Poter, Michael le, of Cornwall, fl. 1243–1255"
person_10208215,"Boase, Charles William, 1828–1895"
person_10237005,"Accursius, of Pistoia, c. 1300"
person_10238442,"Henricus, de Cossey, –1336"
person_10238899,"Petrus de Sancto Amore, ca. 13th century"
person_10239008,"Raymund Gaufredi, -1310"
person_10279101,"Venturinus de Bergamo, 1304–1346"
person_10428840,"Mirk, John, active 1403?"
person_10637157,"Eudoxus, of Cnidus, approximately 400 B.C.-approximately 350 B.C."
person_10638270,"Pliny, the Younger"
person_10639246,"Alfred, King of England, 849–899"
person_10646024,"Paston, family"
person_10646608,"Louis I, King of Hungary and Poland, 1326-1382"
person_10646727,"Barbaro, Francesco, 1390–1454"
person_10648802,"Martinus, Anglicus, ca. 1335/70"
person_10660698,"Firmicus Maternus, Julius"
person_10779950,"Cecil, Thomas, Earl of Exeter, -1623"
person_10853721,"Wormald, Francis"
person_10939253,"Anne, de Pisseleu, 1508–1580"
person_10970700,"Servius, active 4th century"
person_11058091,"Tanner, Thomas, 1674–1735"
person_11255508,"Harmsworth, R. Leicester, (Robert Leicester), Sir, 1870–1937"
person_11299173,"Buckingham, Edward Stafford, Duke of, 1478–1521"
person_11346134,"Fazini, Marco Lucido, –1503"
person_11566602,"Garland, the Computist, active 11th century"
person_11929043,"Potamius, Bishop of Lisbon, active 4th century"
person_11989189,"Constable, Robert, –1501"
person_12048501,"Richard Snettisham, –1416"
person_12153678,"Evrard, de Béthune"
person_12175889,"Mansfeld, Ernst, graf von, 1585–1626"
person_12179247,"Lever, Ashton, Sir, 1729–1788"
person_12208212,"Bacon, Thomas Sclater"
person_12234890,"Iōannēs Rhōsos, active 1450–1498"
person_12296633,"Thomas, von Erfurt, active 14th century"
person_12310254,"Iamblichus, approximately 250–approximately 330"
person_12314392,"Richelieu, Armand-Jean du Plessis, duc de, 1585–1642"
person_12343831,"Kennicott, Benjamin, 1718–1783"
person_12349035,"Bernardino, da Siena, Saint, 1380–1444"
person_12349897,"Frontinus, Sextus Julius"
person_12351441,"Geoffrey, of Auxerre, active 12th century"
person_12351460,"Barsanuphius, Saint, active 6th century"
person_12354302,"Johannes, de Hauvilla, active 12th century"
person_12365672,"Eugenius, IV, Pope, 1383–1447"
person_12386025,"Fretellus, Rorgo, active 12th century"
person_12398599,"Valerius, Julius"
person_12405190,"Longueil, Christophe de, 1488-1522"
person_12411440,"Ames, Joseph, 1689–1759"
person_12415146,"Rolevinck, Werner, 1425–1502"
person_12420076,"Marie de Médicis, Queen, consort of Henry IV, King of France, 1573–1642"
person_12421994,"Gualterus de Coventria, 12..-13.."
person_12442856,"Eadmer, –1124?"
person_12472617,"Gregory, of Elvira, Saint, approximately 320–approximately 392"
person_12505313,"Balbi, Giovanni, –1298"
person_12523608,"Betham, William, Sir, 1779–1853"
person_12536151,"Lancia, Andrea"
person_12543979,"Alexander, of Ashby, active 12th century–13th century"
person_12545856,"Meerman, Gerard, 1722–1771"
person_12580271,"Kirkestede, Henry, approximately 1314–approximately 1378"
person_12651892,"Powle, Henry, 1630-1692"
person_12652996,"Lisle, William, 1579?-1637"
person_12655444,"Taylor, Silas, 1624-1678"
person_12660057,"Nott, G. F. (George Frederick), 1767-1841"
person_12661210,"Benedict, Abbot of Peterborough, –1193"
person_12661234,"Cosmas, Vestitor, 730–850"
person_12661500,"Theobaldus, Eugubinus, –1171"
person_12665989,"Hugh, of Wells, Bishop of Lincoln, -1235"
person_12694347,"Bernardus, Provincialis, 12th century"
person_12695572,"Guilelmus, Norton, –1404"
person_12696101,"Jacobus, de Zocchis, –1457"
person_12696186,"Petrocellus Salernitanus, fl. 1050"
person_12696275,"Albertus, de Utino, 15th cent."
person_12709175,"Rogerus, Whelpdale, –1423"
person_12709621,Thomas de Chalunis
person_13034068,"Klontzas, Geōrgios, approximately 1540–1608"
person_13040674,"Tritonio, Ruggiero"
person_13099920,"Richard, III, King of England, 1452–1485"
person_13101431,"Edward, I, King of England, 1239–1307"
person_13102140,"Catherine, of Aragon, Queen, consort of Henry VIII, King of England, 1485–1536"
person_13105115,"Buonvicini, Domenico, approximately 1454–1498"
person_13108540,"Constantine, VII Porphyrogenitus, Emperor of the East, 905–959"
person_13116646,"Jouffroy, Jean, approximately 1412–1473"
person_13121030,"Bartholomaeus, Anglicus, active 13th century"
person_13131731,"Purchas, Samuel, -approximately 1658"
person_13200781,"Woodburn, Samuel, 1785 or 1786-1853"
person_13393744,"Edgar, King of England, 943 or 944–975"
person_13454320,"Cumberland, Margaret Clifford, Countess of, 1560?–1616"
person_13557817,"Isabella, Queen, consort of Edward II, King of England, 1292–1358"
person_13618315,"Cole, Henry, 1500?–1580"
person_13651211,"Epiphanius, Saint, Bishop of Constantia in Cyprus, approximately 310–403"
person_13667918,"Augustine, Saint, Archbishop of Canterbury, –604?"
person_13689964,"Anastasius Sinaita, 0640–0700"
person_13760428,"Serlo, of Wilton, approximately 1110–1181"
person_13781981,"Wylde, John, fl. 1460–1470, precentor of Waltham Holy Cross abbey"
person_13858622,"Beverley, R. M., (Robert Mackenzie), 1797 or 1798–1868"
person_13997909,"Virgilius Maro, Grammaticus, active 7th century"
person_14130364,"Westbury, Richard Morland Tollemache, Baron, 1914–1961"
person_14263109,"Daibert, of Pisa, –1105"
person_14514065,"Jacobus de Blanchis, de Alexandria, active 1340"
person_14579632,"Chrysogonus, Saint, -approximately 304"
person_14618352,"Nicetas of Paphlagonia, 9th–10th cent."
person_14640014,"Parron, William, 1461?–1503?"
person_14643360,"Missy, César de, 1703–1775"
person_14645305,"Robert, Prior of Shrewsbury, –1167"
person_14744124,"Dowland, John, 1563?–1626"
person_14753002,"Symphosius, Caelius Firmianus"
person_14773105,"Luther, Martin, 1483–1546"
person_14775071,"Photius, I, Saint, Patriarch of Constantinople, approximately 820–approximately 891"
person_14778504,"Einhard, approximately 770–840"
person_14778618,"Hugo Primas, Aurelianensis, approximately 1093–approximately 1160"
person_14778799,"Dunbar, William, 1460?-1520?"
person_14780021,"Platearius, Matthaeus, –1161"
person_14802130,"Jacobus, de Cessolis, active 1288–1322"
person_14803186,"Wood, Anthony à, 1632–1695"
person_14807100,"Palmer, Nigel F., 1946–2022"
person_14817319,"Maturanzio, Francesco, –1518"
person_14838284,"Basil, I, Emperor of the East, approximately 812–886"
person_14849374,"Leland, John, 1506?–1552"
person_14893716,"Clamanges, Nicolas de, 1363 or 1364–1437"
person_14951576,"Bocking, Ralph, active 1268–1272"
